"","V1","V2","V3"
"27296","V",1038,"1"
"27297","V",1026,"1"
"27298","V",1041,"1"
"27299","C",33342,"33342"
"27300","V",1025,"1"
"27301","V",1008,"1"
"27302","V",1026,"1"
"27303","V",1070,"1"
"27304","V",1041,"1"
"27305","V",1034,"1"
"27306","V",1018,"1"
"27307","C",33370,"33370"
"27308","V",1008,"1"
"27309","V",1045,"1"
"27310","V",1038,"1"
"27311","V",1026,"1"
"27312","V",1024,"1"
"27313","V",1053,"1"
"27314","V",1034,"1"
"27315","C",33380,"33380"
"27316","V",1119,"1"
"27317","V",1017,"1"
"27318","V",1004,"1"
"27319","V",1021,"1"
"27320","V",1008,"1"
"27321","V",1036,"1"
"27322","V",1077,"1"
"27323","V",1001,"1"
"27324","C",33382,"33382"
"27325","V",1008,"1"
"27326","V",1016,"1"
"27327","V",1015,"1"
"27328","V",1017,"1"
"27329","V",1002,"1"
"27330","V",1004,"1"
"27331","C",33383,"33383"
"27332","V",1008,"1"
"27333","V",1035,"1"
"27334","V",1016,"1"
"27335","V",1037,"1"
"27336","V",1009,"1"
"27337","V",1052,"1"
"27338","C",33389,"33389"
"27339","V",1008,"1"
"27340","V",1030,"1"
"27341","V",1054,"1"
"27342","V",1024,"1"
"27343","V",1134,"1"
"27344","V",1034,"1"
"27345","C",33394,"33394"
"27346","V",1084,"1"
"27347","V",1085,"1"
"27348","V",1046,"1"
"27349","V",1049,"1"
"27350","V",1001,"1"
"27351","V",1018,"1"
"27352","V",1004,"1"
"27353","C",33395,"33395"
"27354","V",1035,"1"
"27355","V",1130,"1"
"27356","V",1146,"1"
"27357","V",1008,"1"
"27358","V",1009,"1"
"27359","V",1017,"1"
"27360","V",1250,"1"
"27361","V",1114,"1"
"27362","V",1003,"1"
"27363","V",1001,"1"
"27364","V",1004,"1"
"27365","V",1002,"1"
"27366","C",33402,"33402"
"27367","V",1076,"1"
"27368","V",1001,"1"
"27369","V",1003,"1"
"27370","V",1018,"1"
"27371","V",1078,"1"
"27372","V",1004,"1"
"27373","C",33408,"33408"
"27374","V",1119,"1"
"27375","V",1037,"1"
"27376","V",1009,"1"
"27377","V",1017,"1"
"27378","V",1031,"1"
"27379","V",1004,"1"
"27380","V",1043,"1"
"27381","V",1018,"1"
"27382","C",33409,"33409"
"27383","V",1055,"1"
"27384","V",1026,"1"
"27385","V",1088,"1"
"27386","V",1034,"1"
"27387","V",1004,"1"
"27388","V",1014,"1"
"27389","C",33411,"33411"
"27390","V",1008,"1"
"27391","V",1035,"1"
"27392","V",1009,"1"
"27393","V",1049,"1"
"27394","V",1017,"1"
"27395","V",1001,"1"
"27396","V",1018,"1"
"27397","C",33420,"33420"
"27398","V",1036,"1"
"27399","V",1008,"1"
"27400","V",1040,"1"
"27401","V",1017,"1"
"27402","V",1060,"1"
"27403","V",1052,"1"
"27404","V",1018,"1"
"27405","C",33424,"33424"
"27406","V",1025,"1"
"27407","V",1280,"1"
"27408","V",1133,"1"
"27409","V",1017,"1"
"27410","V",1066,"1"
"27411","V",1004,"1"
"27412","V",1038,"1"
"27413","V",1026,"1"
"27414","V",1001,"1"
"27415","V",1041,"1"
"27416","V",1034,"1"
"27417","V",1105,"1"
"27418","C",33439,"33439"
"27419","V",1076,"1"
"27420","V",1018,"1"
"27421","V",1074,"1"
"27422","V",1008,"1"
"27423","V",1037,"1"
"27424","V",1009,"1"
"27425","V",1295,"1"
"27426","V",1096,"1"
"27427","V",1003,"1"
"27428","C",33446,"33446"
"27429","V",1188,"1"
"27430","V",1020,"1"
"27431","V",1157,"1"
"27432","V",1008,"1"
"27433","V",1110,"1"
"27434","V",1027,"1"
"27435","V",1295,"1"
"27436","V",1041,"1"
"27437","V",1034,"1"
"27438","C",33467,"33467"
"27439","V",1055,"1"
"27440","V",1076,"1"
"27441","V",1017,"1"
"27442","V",1001,"1"
"27443","V",1003,"1"
"27444","V",1018,"1"
"27445","V",1004,"1"
"27446","C",33471,"33471"
"27447","V",1123,"1"
"27448","V",1076,"1"
"27449","V",1017,"1"
"27450","V",1052,"1"
"27451","V",1001,"1"
"27452","V",1114,"1"
"27453","V",1003,"1"
"27454","V",1078,"1"
"27455","V",1018,"1"
"27456","V",1004,"1"
"27457","C",33489,"33489"
"27458","V",1100,"1"
"27459","V",1003,"1"
"27460","V",1001,"1"
"27461","V",1004,"1"
"27462","V",1002,"1"
"27463","V",1018,"1"
"27464","C",33505,"33505"
"27465","V",1020,"1"
"27466","V",1076,"1"
"27467","V",1017,"1"
"27468","V",1211,"1"
"27469","V",1018,"1"
"27470","V",1004,"1"
"27471","V",1008,"1"
"27472","V",1000,"1"
"27473","V",1035,"1"
"27474","V",1009,"1"
"27475","V",1295,"1"
"27476","V",1061,"1"
"27477","V",1003,"1"
"27478","V",1001,"1"
"27479","C",33520,"33520"
"27480","V",1035,"1"
"27481","V",1008,"1"
"27482","V",1009,"1"
"27483","V",1003,"1"
"27484","V",1034,"1"
"27485","V",1018,"1"
"27486","V",1004,"1"
"27487","V",1071,"1"
"27488","C",33522,"33522"
"27489","V",1008,"1"
"27490","V",1295,"1"
"27491","V",1038,"1"
"27492","V",1026,"1"
"27493","V",1041,"1"
"27494","V",1034,"1"
"27495","C",33524,"33524"
"27496","V",1212,"1"
"27497","V",1017,"1"
"27498","V",1168,"1"
"27499","V",1049,"1"
"27500","V",1024,"1"
"27501","V",1078,"1"
"27502","V",1018,"1"
"27503","V",1112,"1"
"27504","V",1009,"1"
"27505","V",1001,"1"
"27506","V",1003,"1"
"27507","C",33539,"33539"
"27508","V",1015,"1"
"27509","V",1016,"1"
"27510","V",1027,"1"
"27511","V",1052,"1"
"27512","V",1060,"1"
"27513","V",1018,"1"
"27514","V",1057,"1"
"27515","V",1019,"1"
"27516","C",33542,"33542"
"27517","V",1035,"1"
"27518","V",1008,"1"
"27519","V",1045,"1"
"27520","V",1046,"1"
"27521","V",1017,"1"
"27522","V",1003,"1"
"27523","V",1001,"1"
"27524","V",1018,"1"
"27525","C",33545,"33545"
"27526","V",1017,"1"
"27527","V",1018,"1"
"27528","V",1071,"1"
"27529","V",1035,"1"
"27530","V",1000,"1"
"27531","V",1008,"1"
"27532","V",1046,"1"
"27533","V",1009,"1"
"27534","V",1001,"1"
"27535","V",1034,"1"
"27536","C",33553,"33553"
"27537","V",1064,"1"
"27538","V",1038,"1"
"27539","V",1017,"1"
"27540","V",1026,"1"
"27541","V",1053,"1"
"27542","V",1034,"1"
"27543","C",33554,"33554"
"27544","V",1008,"1"
"27545","V",1037,"1"
"27546","V",1009,"1"
"27547","V",1006,"1"
"27548","V",1002,"1"
"27549","V",1033,"1"
"27550","C",33557,"33557"
"27551","V",1058,"1"
"27552","V",1017,"1"
"27553","V",1018,"1"
"27554","V",1071,"1"
"27555","V",1008,"1"
"27556","V",1090,"1"
"27557","V",1001,"1"
"27558","V",1034,"1"
"27559","C",33561,"33561"
"27560","V",1008,"1"
"27561","V",1030,"1"
"27562","V",1295,"1"
"27563","V",1009,"1"
"27564","V",1004,"1"
"27565","V",1018,"1"
"27566","C",33571,"33571"
"27567","V",1135,"1"
"27568","V",1077,"1"
"27569","V",1058,"1"
"27570","V",1031,"1"
"27571","V",1040,"1"
"27572","V",1001,"1"
"27573","V",1018,"1"
"27574","V",1004,"1"
"27575","C",33600,"33600"
"27576","V",1008,"1"
"27577","V",1086,"1"
"27578","V",1123,"1"
"27579","V",1058,"1"
"27580","V",1076,"1"
"27581","V",1018,"1"
"27582","V",1116,"1"
"27583","C",33607,"33607"
"27584","V",1025,"1"
"27585","V",1212,"1"
"27586","V",1172,"1"
"27587","V",1032,"1"
"27588","V",1018,"1"
"27589","V",1004,"1"
"27590","V",1034,"1"
"27591","V",1217,"1"
"27592","C",33611,"33611"
"27593","V",1118,"1"
"27594","V",1087,"1"
"27595","V",1027,"1"
"27596","V",1070,"1"
"27597","V",1143,"1"
"27598","V",1001,"1"
"27599","V",1003,"1"
"27600","V",1018,"1"
"27601","V",1004,"1"
"27602","C",33615,"33615"
"27603","V",1092,"1"
"27604","V",1017,"1"
"27605","V",1072,"1"
"27606","V",1074,"1"
"27607","V",1021,"1"
"27608","V",1010,"1"
"27609","V",1110,"1"
"27610","V",1009,"1"
"27611","C",33616,"33616"
"27612","V",1022,"1"
"27613","V",1017,"1"
"27614","V",1024,"1"
"27615","V",1018,"1"
"27616","V",1078,"1"
"27617","V",1030,"1"
"27618","V",1027,"1"
"27619","V",1026,"1"
"27620","V",1041,"1"
"27621","V",1034,"1"
"27622","C",33622,"33622"
"27623","V",1035,"1"
"27624","V",1000,"1"
"27625","V",1008,"1"
"27626","V",1009,"1"
"27627","V",1049,"1"
"27628","V",1003,"1"
"27629","V",1001,"1"
"27630","V",1018,"1"
"27631","C",33632,"33632"
"27632","V",1000,"1"
"27633","V",1186,"1"
"27634","V",1031,"1"
"27635","V",1017,"1"
"27636","V",1014,"1"
"27637","V",1075,"1"
"27638","C",33635,"33635"
"27639","V",1070,"1"
"27640","V",1137,"1"
"27641","V",1155,"1"
"27642","V",1041,"1"
"27643","V",1068,"1"
"27644","V",1075,"1"
"27645","C",33643,"33643"
"27646","V",1008,"1"
"27647","V",1000,"1"
"27648","V",1009,"1"
"27649","V",1055,"1"
"27650","V",1001,"1"
"27651","V",1004,"1"
"27652","C",33649,"33649"
"27653","V",1130,"1"
"27654","V",1008,"1"
"27655","V",1054,"1"
"27656","V",1109,"1"
"27657","V",1004,"1"
"27658","V",1203,"1"
"27659","V",1014,"1"
"27660","C",33684,"33684"
"27661","V",1054,"1"
"27662","V",1009,"1"
"27663","V",1076,"1"
"27664","V",1003,"1"
"27665","V",1001,"1"
"27666","V",1018,"1"
"27667","V",1004,"1"
"27668","V",1074,"1"
"27669","C",33686,"33686"
"27670","V",1058,"1"
"27671","V",1049,"1"
"27672","V",1018,"1"
"27673","V",1035,"1"
"27674","V",1000,"1"
"27675","V",1008,"1"
"27676","V",1295,"1"
"27677","V",1009,"1"
"27678","V",1001,"1"
"27679","V",1003,"1"
"27680","V",1034,"1"
"27681","C",33696,"33696"
"27682","V",1008,"1"
"27683","V",1140,"1"
"27684","V",1131,"1"
"27685","V",1060,"1"
"27686","V",1052,"1"
"27687","V",1018,"1"
"27688","V",1004,"1"
"27689","C",33706,"33706"
"27690","V",1017,"1"
"27691","V",1024,"1"
"27692","V",1004,"1"
"27693","V",1018,"1"
"27694","V",1074,"1"
"27695","V",1030,"1"
"27696","V",1099,"1"
"27697","V",1009,"1"
"27698","V",1003,"1"
"27699","V",1034,"1"
"27700","C",33707,"33707"
"27701","V",1020,"1"
"27702","V",1004,"1"
"27703","V",1018,"1"
"27704","V",1035,"1"
"27705","V",1008,"1"
"27706","V",1000,"1"
"27707","V",1037,"1"
"27708","V",1009,"1"
"27709","V",1001,"1"
"27710","V",1003,"1"
"27711","V",1034,"1"
"27712","C",33709,"33709"
"27713","V",1025,"1"
"27714","V",1007,"1"
"27715","V",1017,"1"
"27716","V",1076,"1"
"27717","V",1004,"1"
"27718","V",1018,"1"
"27719","V",1074,"1"
"27720","V",1008,"1"
"27721","V",1009,"1"
"27722","V",1005,"1"
"27723","V",1003,"1"
"27724","V",1001,"1"
"27725","C",33713,"33713"
"27726","V",1008,"1"
"27727","V",1113,"1"
"27728","V",1035,"1"
"27729","V",1009,"1"
"27730","V",1026,"1"
"27731","V",1041,"1"
"27732","C",33716,"33716"
"27733","V",1146,"1"
"27734","V",1098,"1"
"27735","V",1020,"1"
"27736","V",1148,"1"
"27737","V",1017,"1"
"27738","V",1168,"1"
"27739","V",1024,"1"
"27740","V",1018,"1"
"27741","V",1000,"1"
"27742","V",1136,"1"
"27743","V",1009,"1"
"27744","V",1001,"1"
"27745","C",33732,"33732"
"27746","V",1008,"1"
"27747","V",1037,"1"
"27748","V",1157,"1"
"27749","V",1017,"1"
"27750","V",1007,"1"
"27751","V",1034,"1"
"27752","V",1074,"1"
"27753","C",33738,"33738"
"27754","V",1119,"1"
"27755","V",1131,"1"
"27756","V",1132,"1"
"27757","V",1067,"1"
"27758","V",1035,"1"
"27759","V",1027,"1"
"27760","V",1009,"1"
"27761","V",1034,"1"
"27762","V",1075,"1"
"27763","V",1025,"1"
"27764","V",1155,"1"
"27765","V",1017,"1"
"27766","V",1018,"1"
"27767","V",1004,"1"
"27768","V",1008,"1"
"27769","V",1037,"1"
"27770","V",1038,"1"
"27771","V",1026,"1"
"27772","V",1041,"1"
"27773","V",1002,"1"
"27774","V",1043,"1"
"27775","C",33749,"33749"
"27776","V",1000,"1"
"27777","V",1017,"1"
"27778","V",1001,"1"
"27779","V",1003,"1"
"27780","V",1032,"1"
"27781","V",1018,"1"
"27782","C",33757,"33757"
"27783","V",1008,"1"
"27784","V",1090,"1"
"27785","V",1017,"1"
"27786","V",1001,"1"
"27787","V",1034,"1"
"27788","V",1117,"1"
"27789","V",1018,"1"
"27790","V",1004,"1"
"27791","C",33764,"33764"
"27792","V",1130,"1"
"27793","V",1025,"1"
"27794","V",1020,"1"
"27795","V",1009,"1"
"27796","V",1099,"1"
"27797","V",1038,"1"
"27798","V",1026,"1"
"27799","V",1034,"1"
"27800","V",1018,"1"
"27801","V",1004,"1"
"27802","C",33765,"33765"
"27803","V",1010,"1"
"27804","V",1069,"1"
"27805","V",1009,"1"
"27806","V",1017,"1"
"27807","V",1034,"1"
"27808","V",1004,"1"
"27809","C",33768,"33768"
"27810","V",1035,"1"
"27811","V",1008,"1"
"27812","V",1009,"1"
"27813","V",1017,"1"
"27814","V",1003,"1"
"27815","V",1001,"1"
"27816","V",1018,"1"
"27817","V",1004,"1"
"27818","C",33772,"33772"
"27819","V",1008,"1"
"27820","V",1035,"1"
"27821","V",1036,"1"
"27822","V",1009,"1"
"27823","V",1017,"1"
"27824","V",1034,"1"
"27825","V",1018,"1"
"27826","C",33791,"33791"
"27827","V",1164,"1"
"27828","V",1130,"1"
"27829","V",1087,"1"
"27830","V",1054,"1"
"27831","V",1017,"1"
"27832","V",1004,"1"
"27833","V",1034,"1"
"27834","C",33825,"33825"
"27835","V",1008,"1"
"27836","V",1030,"1"
"27837","V",1295,"1"
"27838","V",1017,"1"
"27839","V",1001,"1"
"27840","V",1153,"1"
"27841","V",1097,"1"
"27842","C",33830,"33830"
"27843","V",1045,"1"
"27844","V",1156,"1"
"27845","V",1018,"1"
"27846","V",1008,"1"
"27847","V",1030,"1"
"27848","V",1189,"1"
"27849","V",1027,"1"
"27850","V",1046,"1"
"27851","V",1023,"1"
"27852","V",1026,"1"
"27853","V",1001,"1"
"27854","V",1034,"1"
"27855","C",33832,"33832"
"27856","V",1004,"1"
"27857","V",1008,"1"
"27858","V",1027,"1"
"27859","V",1055,"1"
"27860","V",1100,"1"
"27861","V",1026,"1"
"27862","V",1040,"1"
"27863","V",1041,"1"
"27864","C",33835,"33835"
"27865","V",1009,"1"
"27866","V",1017,"1"
"27867","V",1076,"1"
"27868","V",1018,"1"
"27869","V",1067,"1"
"27870","V",1074,"1"
"27871","C",33841,"33841"
"27872","V",1008,"1"
"27873","V",1077,"1"
"27874","V",1031,"1"
"27875","V",1040,"1"
"27876","V",1003,"1"
"27877","V",1004,"1"
"27878","V",1034,"1"
"27879","V",1014,"1"
"27880","C",33845,"33845"
"27881","V",1008,"1"
"27882","V",1017,"1"
"27883","V",1001,"1"
"27884","V",1003,"1"
"27885","V",1034,"1"
"27886","V",1004,"1"
"27887","C",33846,"33846"
"27888","V",1008,"1"
"27889","V",1040,"1"
"27890","V",1026,"1"
"27891","V",1063,"1"
"27892","V",1067,"1"
"27893","V",1018,"1"
"27894","V",1034,"1"
"27895","C",33849,"33849"
"27896","V",1112,"1"
"27897","V",1025,"1"
"27898","V",1058,"1"
"27899","V",1070,"1"
"27900","V",1004,"1"
"27901","V",1034,"1"
"27902","C",33858,"33858"
"27903","V",1081,"1"
"27904","V",1082,"1"
"27905","V",1062,"1"
"27906","V",1133,"1"
"27907","V",1070,"1"
"27908","V",1017,"1"
"27909","V",1067,"1"
"27910","V",1193,"1"
"27911","V",1008,"1"
"27912","V",1038,"1"
"27913","V",1026,"1"
"27914","V",1039,"1"
"27915","V",1041,"1"
"27916","V",1001,"1"
"27917","V",1003,"1"
"27918","V",1034,"1"
"27919","V",1083,"1"
"27920","C",33862,"33862"
"27921","V",1036,"1"
"27922","V",1000,"1"
"27923","V",1077,"1"
"27924","V",1135,"1"
"27925","V",1089,"1"
"27926","V",1040,"1"
"27927","V",1001,"1"
"27928","V",1088,"1"
"27929","V",1014,"1"
"27930","C",33868,"33868"
"27931","V",1000,"1"
"27932","V",1039,"1"
"27933","V",1049,"1"
"27934","V",1001,"1"
"27935","V",1002,"1"
"27936","V",1004,"1"
"27937","C",33884,"33884"
"27938","V",1008,"1"
"27939","V",1020,"1"
"27940","V",1065,"1"
"27941","V",1026,"1"
"27942","V",1053,"1"
"27943","V",1034,"1"
"27944","C",33908,"33908"
"27945","V",1008,"1"
"27946","V",1038,"1"
"27947","V",1026,"1"
"27948","V",1159,"1"
"27949","V",1053,"1"
"27950","V",1034,"1"
"27951","V",1072,"1"
"27952","C",33917,"33917"
"27953","V",1000,"1"
"27954","V",1035,"1"
"27955","V",1037,"1"
"27956","V",1009,"1"
"27957","V",1001,"1"
"27958","V",1003,"1"
"27959","V",1018,"1"
"27960","V",1004,"1"
"27961","C",33926,"33926"
"27962","V",1054,"1"
"27963","V",1017,"1"
"27964","V",1014,"1"
"27965","V",1078,"1"
"27966","V",1008,"1"
"27967","V",1030,"1"
"27968","V",1077,"1"
"27969","V",1031,"1"
"27970","V",1001,"1"
"27971","C",33936,"33936"
"27972","V",1035,"1"
"27973","V",1008,"1"
"27974","V",1009,"1"
"27975","V",1003,"1"
"27976","V",1001,"1"
"27977","V",1018,"1"
"27978","C",33941,"33941"
"27979","V",1035,"1"
"27980","V",1037,"1"
"27981","V",1009,"1"
"27982","V",1003,"1"
"27983","V",1001,"1"
"27984","V",1004,"1"
"27985","V",1018,"1"
"27986","C",33951,"33951"
"27987","V",1000,"1"
"27988","V",1035,"1"
"27989","V",1009,"1"
"27990","V",1018,"1"
"27991","V",1004,"1"
"27992","V",1014,"1"
"27993","C",33953,"33953"
"27994","V",1008,"1"
"27995","V",1016,"1"
"27996","V",1009,"1"
"27997","V",1052,"1"
"27998","V",1031,"1"
"27999","V",1003,"1"
"28000","V",1018,"1"
"28001","C",33991,"33991"
"28002","V",1046,"1"
"28003","V",1003,"1"
"28004","V",1001,"1"
"28005","V",1018,"1"
"28006","V",1004,"1"
"28007","V",1034,"1"
"28008","C",34007,"34007"
"28009","V",1025,"1"
"28010","V",1137,"1"
"28011","V",1018,"1"
"28012","V",1071,"1"
"28013","V",1008,"1"
"28014","V",1038,"1"
"28015","V",1055,"1"
"28016","V",1026,"1"
"28017","V",1052,"1"
"28018","V",1032,"1"
"28019","V",1075,"1"
"28020","C",34014,"34014"
"28021","V",1130,"1"
"28022","V",1076,"1"
"28023","V",1078,"1"
"28024","V",1018,"1"
"28025","V",1074,"1"
"28026","V",1030,"1"
"28027","V",1009,"1"
"28028","V",1001,"1"
"28029","V",1003,"1"
"28030","C",34033,"34033"
"28031","V",1008,"1"
"28032","V",1017,"1"
"28033","V",1004,"1"
"28034","V",1034,"1"
"28035","V",1057,"1"
"28036","V",1019,"1"
"28037","C",34034,"34034"
"28038","V",1124,"1"
"28039","V",1087,"1"
"28040","V",1069,"1"
"28041","V",1017,"1"
"28042","V",1018,"1"
"28043","V",1156,"1"
"28044","V",1010,"1"
"28045","V",1037,"1"
"28046","V",1027,"1"
"28047","V",1099,"1"
"28048","V",1009,"1"
"28049","V",1100,"1"
"28050","V",1039,"1"
"28051","V",1041,"1"
"28052","V",1134,"1"
"28053","V",1032,"1"
"28054","V",1043,"1"
"28055","V",1034,"1"
"28056","V",1042,"1"
"28057","C",34039,"34039"
"28058","V",1190,"1"
"28059","V",1020,"1"
"28060","V",1066,"1"
"28061","V",1021,"1"
"28062","V",1008,"1"
"28063","V",1010,"1"
"28064","V",1038,"1"
"28065","V",1026,"1"
"28066","V",1042,"1"
"28067","C",34046,"34046"
"28068","V",1008,"1"
"28069","V",1035,"1"
"28070","V",1152,"1"
"28071","V",1009,"1"
"28072","V",1017,"1"
"28073","V",1004,"1"
"28074","V",1018,"1"
"28075","C",34053,"34053"
"28076","V",1008,"1"
"28077","V",1035,"1"
"28078","V",1052,"1"
"28079","V",1017,"1"
"28080","V",1003,"1"
"28081","V",1034,"1"
"28082","V",1004,"1"
"28083","C",34056,"34056"
"28084","V",1008,"1"
"28085","V",1158,"1"
"28086","V",1131,"1"
"28087","V",1017,"1"
"28088","V",1003,"1"
"28089","V",1004,"1"
"28090","V",1034,"1"
"28091","V",1215,"1"
"28092","C",34057,"34057"
"28093","V",1000,"1"
"28094","V",1077,"1"
"28095","V",1049,"1"
"28096","V",1001,"1"
"28097","V",1003,"1"
"28098","V",1018,"1"
"28099","V",1083,"1"
"28100","C",34076,"34076"
"28101","V",1036,"1"
"28102","V",1009,"1"
"28103","V",1040,"1"
"28104","V",1168,"1"
"28105","V",1034,"1"
"28106","V",1004,"1"
"28107","C",34084,"34084"
"28108","V",1008,"1"
"28109","V",1020,"1"
"28110","V",1009,"1"
"28111","V",1076,"1"
"28112","V",1001,"1"
"28113","V",1003,"1"
"28114","V",1004,"1"
"28115","V",1018,"1"
"28116","C",34088,"34088"
"28117","V",1020,"1"
"28118","V",1054,"1"
"28119","V",1058,"1"
"28120","V",1017,"1"
"28121","V",1018,"1"
"28122","V",1042,"1"
"28123","C",34089,"34089"
"28124","V",1118,"1"
"28125","V",1206,"1"
"28126","V",1212,"1"
"28127","V",1136,"1"
"28128","V",1134,"1"
"28129","V",1024,"1"
"28130","V",1018,"1"
"28131","C",34093,"34093"
"28132","V",1008,"1"
"28133","V",1026,"1"
"28134","V",1017,"1"
"28135","V",1041,"1"
"28136","V",1034,"1"
"28137","V",1004,"1"
"28138","C",34107,"34107"
"28139","V",1035,"1"
"28140","V",1037,"1"
"28141","V",1009,"1"
"28142","V",1017,"1"
"28143","V",1003,"1"
"28144","V",1004,"1"
"28145","V",1018,"1"
"28146","C",34109,"34109"
"28147","V",1046,"1"
"28148","V",1039,"1"
"28149","V",1001,"1"
"28150","V",1004,"1"
"28151","V",1002,"1"
"28152","V",1034,"1"
"28153","C",34134,"34134"
"28154","V",1036,"1"
"28155","V",1069,"1"
"28156","V",1017,"1"
"28157","V",1041,"1"
"28158","V",1034,"1"
"28159","V",1053,"1"
"28160","V",1176,"1"
"28161","C",34161,"34161"
"28162","V",1008,"1"
"28163","V",1038,"1"
"28164","V",1017,"1"
"28165","V",1026,"1"
"28166","V",1004,"1"
"28167","V",1034,"1"
"28168","C",34182,"34182"
"28169","V",1130,"1"
"28170","V",1008,"1"
"28171","V",1295,"1"
"28172","V",1009,"1"
"28173","V",1004,"1"
"28174","V",1034,"1"
"28175","C",34194,"34194"
"28176","V",1008,"1"
"28177","V",1035,"1"
"28178","V",1037,"1"
"28179","V",1009,"1"
"28180","V",1034,"1"
"28181","V",1018,"1"
"28182","C",34204,"34204"
"28183","V",1008,"1"
"28184","V",1030,"1"
"28185","V",1162,"1"
"28186","V",1076,"1"
"28187","V",1017,"1"
"28188","V",1078,"1"
"28189","V",1034,"1"
"28190","C",34210,"34210"
"28191","V",1025,"1"
"28192","V",1022,"1"
"28193","V",1017,"1"
"28194","V",1018,"1"
"28195","V",1004,"1"
"28196","V",1008,"1"
"28197","V",1035,"1"
"28198","V",1030,"1"
"28199","V",1009,"1"
"28200","V",1003,"1"
"28201","V",1032,"1"
"28202","C",34215,"34215"
"28203","V",1020,"1"
"28204","V",1160,"1"
"28205","V",1001,"1"
"28206","V",1003,"1"
"28207","V",1018,"1"
"28208","V",1004,"1"
"28209","V",1021,"1"
"28210","C",34232,"34232"
"28211","V",1018,"1"
"28212","V",1004,"1"
"28213","V",1008,"1"
"28214","V",1046,"1"
"28215","V",1003,"1"
"28216","V",1001,"1"
"28217","V",1061,"1"
"28218","V",1034,"1"
"28219","C",34239,"34239"
"28220","V",1035,"1"
"28221","V",1119,"1"
"28222","V",1100,"1"
"28223","V",1001,"1"
"28224","V",1003,"1"
"28225","V",1004,"1"
"28226","V",1018,"1"
"28227","C",34245,"34245"
"28228","V",1025,"1"
"28229","V",1073,"1"
"28230","V",1102,"1"
"28231","V",1036,"1"
"28232","V",1008,"1"
"28233","V",1038,"1"
"28234","V",1125,"1"
"28235","V",1026,"1"
"28236","V",1040,"1"
"28237","V",1053,"1"
"28238","V",1034,"1"
"28239","C",34254,"34254"
"28240","V",1063,"1"
"28241","V",1067,"1"
"28242","V",1029,"1"
"28243","V",1035,"1"
"28244","V",1009,"1"
"28245","V",1125,"1"
"28246","V",1039,"1"
"28247","V",1003,"1"
"28248","V",1048,"1"
"28249","V",1157,"1"
"28250","V",1017,"1"
"28251","V",1004,"1"
"28252","V",1018,"1"
"28253","V",1072,"1"
"28254","V",1008,"1"
"28255","V",1030,"1"
"28256","V",1037,"1"
"28257","V",1038,"1"
"28258","V",1126,"1"
"28259","V",1026,"1"
"28260","V",1001,"1"
"28261","V",1041,"1"
"28262","V",1176,"1"
"28263","C",34255,"34255"
"28264","V",1000,"1"
"28265","V",1006,"1"
"28266","V",1001,"1"
"28267","V",1034,"1"
"28268","V",1018,"1"
"28269","V",1075,"1"
"28270","C",34294,"34294"
"28271","V",1008,"1"
"28272","V",1030,"1"
"28273","V",1027,"1"
"28274","V",1150,"1"
"28275","V",1026,"1"
"28276","V",1068,"1"
"28277","V",1041,"1"
"28278","C",34303,"34303"
"28279","V",1008,"1"
"28280","V",1130,"1"
"28281","V",1037,"1"
"28282","V",1009,"1"
"28283","V",1011,"1"
"28284","V",1193,"1"
"28285","C",34304,"34304"
"28286","V",1036,"1"
"28287","V",1051,"1"
"28288","V",1052,"1"
"28289","V",1060,"1"
"28290","V",1040,"1"
"28291","V",1017,"1"
"28292","V",1067,"1"
"28293","V",1057,"1"
"28294","C",34313,"34313"
"28295","V",1008,"1"
"28296","V",1016,"1"
"28297","V",1038,"1"
"28298","V",1026,"1"
"28299","V",1031,"1"
"28300","V",1019,"1"
"28301","V",1057,"1"
"28302","C",34328,"34328"
"28303","V",1008,"1"
"28304","V",1035,"1"
"28305","V",1037,"1"
"28306","V",1009,"1"
"28307","V",1017,"1"
"28308","V",1018,"1"
"28309","C",34337,"34337"
"28310","V",1084,"1"
"28311","V",1017,"1"
"28312","V",1024,"1"
"28313","V",1018,"1"
"28314","V",1004,"1"
"28315","V",1008,"1"
"28316","V",1030,"1"
"28317","V",1009,"1"
"28318","V",1026,"1"
"28319","V",1034,"1"
"28320","C",34352,"34352"
"28321","V",1010,"1"
"28322","V",1008,"1"
"28323","V",1038,"1"
"28324","V",1026,"1"
"28325","V",1053,"1"
"28326","V",1034,"1"
"28327","V",1067,"1"
"28328","C",34367,"34367"
"28329","V",1017,"1"
"28330","V",1004,"1"
"28331","V",1018,"1"
"28332","V",1008,"1"
"28333","V",1035,"1"
"28334","V",1135,"1"
"28335","V",1009,"1"
"28336","V",1052,"1"
"28337","V",1060,"1"
"28338","V",1003,"1"
"28339","V",1001,"1"
"28340","C",34369,"34369"
"28341","V",1008,"1"
"28342","V",1035,"1"
"28343","V",1009,"1"
"28344","V",1031,"1"
"28345","V",1034,"1"
"28346","V",1018,"1"
"28347","C",34377,"34377"
"28348","V",1008,"1"
"28349","V",1054,"1"
"28350","V",1017,"1"
"28351","V",1001,"1"
"28352","V",1002,"1"
"28353","V",1034,"1"
"28354","V",1071,"1"
"28355","C",34379,"34379"
"28356","V",1008,"1"
"28357","V",1020,"1"
"28358","V",1026,"1"
"28359","V",1070,"1"
"28360","V",1024,"1"
"28361","V",1041,"1"
"28362","V",1004,"1"
